moniker,chain,voting_power,jailed_until,operator_address,validator_address,valcons,Pubkey
polkachu.com,STARGAZE,7671077,1970-01-01T00:00:00Z,starsvaloper1gp957czryfgyvxwn3tfnyy2f0t9g2p4p60w86a,A73D4185F152F72E7439B3A9BD6E60A6DD68792B,starsvalcons15u75rp032tmjuapekw5m6mnq5mwks7ft48ew7v,4nHphD7vSZ9I5SyINCoTPky1nKQoTAf0V46cX5hSaaQ=
Stakepile - Auto-restake enable,STARGAZE,1993118,2022-09-27T08:40:29.527393192Z,starsvaloper1stsndtkfjft8hr9l0d96js0hfw4zvmn4guhjnf,E5B6C319DF6711D2CFEED8A63EE2CA317C058448,starsvalcons1ukmvxxwlvuga9nlwmznrack2x97qtpzgfvn82z,IFIaVrrF2ol0YqDB0zc5IWIzqXvquxKvyVdZxT8UqRI=
Stakin,STARGAZE,4034743,1970-01-01T00:00:00Z,starsvaloper1swer6tl0s59g82xnq5gmgsdueld79wpw8vptlu,0D34A3837BFCEDE10092FB8923D10AB58A1D936E,starsvalcons1p5628qmmlnk7zqyjlwyj85g2kk9pmymwgyj7rv,8NzOqC+WQ8gevO/Xr8nYPR+tFc9LVmzIcS48UsyGzwg=
Stakewolle.com |  Auto-compound,STARGAZE,3333050,1970-01-01T00:00:00Z,starsvaloper15cu52e36jth9gqr0muq755syvgyr96cr98a549,10BB6A28F6427F076EC9B56C0CBEE009EF1566E0,starsvalcons1zzak528kgflswmkfk4kqe0hqp8h32ehq9wms6t,KcdtYnmDygTCNbLSsaG1vXU1bSOzJ3C9nUbPSyWFJHc=
StakeAngle,STARGAZE,1381155,1970-01-01T00:00:00Z,starsvaloper14ysq6pfyxh5jmhddvjhxu6du8nh7r8248y90lc,0CAECACB0F14A4F05383F7BAE4128FDABD569734,starsvalcons1pjhv4jc0zjj0q5ur77awgy50m274d9e5737855,8BKwcrh/4g/2PMBZsZI5TgIpBMLJ52jooZy25M62dI0=
Chorus One,STARGAZE,13472606,1970-01-01T00:00:00Z,starsvaloper16pj5gljqnqs0ajxakccfjhu05yczp987esm6lu,53B24809873F5B4BFFE1DD46E8D1F3E7728CE976,starsvalcons12weyszv88ad5hllpm4rw350nuaege6tkdh44zl,qlG2dQjzCJ0337NKxI5/5SPqVpT10LZlDjt1sdxlOnQ=
Blockapsis,STARGAZE,4059652,1970-01-01T00:00:00Z,starsvaloper16s77uvzu5c5wvnhepx4m69z8xft9pd68t4973p,450C985419FCABC8BE3ACBE2ADA9D8A18A22480E,starsvalcons1g5xfs4qelj4u3036e032m2wc5x9zyjqwvyzqyg,0iJi86/7vr4jGbeeqV6nh2XaWXf/lzJPXZ56bFJZ1pI=
StakeLab,STARGAZE,24711212,1970-01-01T00:00:00Z,starsvaloper1mz2qks48v486d9m8wp4l9fxm2e9l0e0kzk79m5,A4766870CAF6D0C052268BB3BE1E904FC3E4188C,starsvalcons153mxsux27mgvq53x3wemu85sflp7gxyvkhzwsn,AYCus9Xfc1bwuszUuMGjYnv/btd03QPJalpbwvrT91k=
StakeTartare,STARGAZE,1568955,1970-01-01T00:00:00Z,starsvaloper1arn8gtd3j2hutc2jluef48uduf30htay42y8f7,6A10651A656C759CABFC5CF7D2420B4606DCC8EF,starsvalcons1dggx2xn9d36ee2lutnmaysstgcrdej80pf3yhk,sPLNK5rpS2UsRBMvjxUeO9biG/zc6f8JC1c9HN/ERqQ=
moniker,chain,voting_power,jailed_until,operator_address,validator_address,valcons,Pubkey
Citadel.one,STARNAME,1184135,1970-01-01T00:00:00Z,starvaloper1y0w5qhdf6aj90u7knykdetqus4nc2axgkrt8vn,21CE102F23DA38A026B985D25CE0CC7CEAC94610,starvalcons1y88pqtermgu2qf4eshf9ecxv0n4vj3ssyf67s6,2seo/V/1szvbwlmxf2SMmoZ4UzrxkTV25TtY+Cnqbx8=
StakeLab,STARNAME,5736452,1970-01-01T00:00:00Z,starvaloper19cx56quwsd03s4xfzkx39je4ag9c5lcvkhn3rv,8EDD3CCC261A9D73D7C36233CB30596540D6A0CA,starvalcons13mwnenpxr2wh847rvgeukvzev4qddgx297jjf0,hWdND1ZaxnS1QNbY78UyVgmYp+/liPBqt2eioibIitk=
StakeWithUs,STARNAME,11136243,1970-01-01T00:00:00Z,starvaloper180s323zw79duje02tqwt0pzz7tmtf5t3k4vsp2,3B4F5C11663DC10A6D32403F945DED42AE1DD362,starvalcons18d84cytx8hqs5mfjgqlegh0dg2hpm5mzp7nphj,FLgi1mOR5bE1scUtUT2noqemVlw9vJhSqBNUHiyNsdQ=
